Sample_ID,taxon,taxonomic_level,assigned_taxon_class,reads,extraction_ID,primer,PCR_replicate,alternative_ID,collection_year,collection_month,collection_day,location3,sample_type
e02809-2-18S,Mammalia,class,Mammalia,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Mataza hastifera,species,Thecofilosea,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Pleurocybella porrigens,species,Fungi,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Polychaeta,class,Polychaeta,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Schizoporaceae,family,Fungi,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Strombidium biarmatum,species,Spirotrichea,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Thaumatomonadida,order,Imbricatea,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Tremellales,order,Fungi,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,Triparmaceae,family,Bolidophyceae,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02809-2-18S,NA,NA,NA,0,e02809,18S,2,162-29,2022,12,8,Haul 3,sample
e02810-1-18S,Actinopteri,class,Actinopteri,24,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Agaricales,order,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Agaricomycetes,class,Fungi,4049,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Amylocorticium cebennense,species,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Ascomycota,phylum,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Basidiomycota,phylum,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Cercozoa,phylum,Imbricatea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Chaetoceros,genus,Bacillariophyceae,7.918800941,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Curvibasidium,genus,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Cyranomonas australis,species,Imbricatea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Decapoda,order,Decapod,3459.457431,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Dichomitus squalens,species,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Ebria tripartita,species,Ebriophyceae,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Esquamula lacrimiformis,species,Imbricatea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Gastropoda,class,Gastropoda,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Mamiellaceae,family,Mamiellophyceae,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Mammalia,class,Mammalia,264,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Mataza hastifera,species,Thecofilosea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Pleurocybella porrigens,species,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Polychaeta,class,Polychaeta,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Schizoporaceae,family,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Strombidium biarmatum,species,Spirotrichea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Thaumatomonadida,order,Imbricatea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Tremellales,order,Fungi,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,Triparmaceae,family,Bolidophyceae,0,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-1-18S,NA,NA,NA,60,e02810,18S,1,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Actinopteri,class,Actinopteri,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Agaricales,order,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Agaricomycetes,class,Fungi,71,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Amylocorticium cebennense,species,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Ascomycota,phylum,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Basidiomycota,phylum,Fungi,2239,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Cercozoa,phylum,Imbricatea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Chaetoceros,genus,Bacillariophyceae,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Curvibasidium,genus,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Cyranomonas australis,species,Imbricatea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Decapoda,order,Decapod,26084.96883,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Dichomitus squalens,species,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Ebria tripartita,species,Ebriophyceae,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Esquamula lacrimiformis,species,Imbricatea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Gastropoda,class,Gastropoda,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Mamiellaceae,family,Mamiellophyceae,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Mammalia,class,Mammalia,2823,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Mataza hastifera,species,Thecofilosea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Pleurocybella porrigens,species,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Polychaeta,class,Polychaeta,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Schizoporaceae,family,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Strombidium biarmatum,species,Spirotrichea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Thaumatomonadida,order,Imbricatea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Tremellales,order,Fungi,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,Triparmaceae,family,Bolidophyceae,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02810-2-18S,NA,NA,NA,0,e02810,18S,2,162-18,2022,12,8,Haul 2,sample
e02811-1-18S,Actinopteri,class,Actinopteri,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Agaricales,order,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Agaricomycetes,class,Fungi,52,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Amylocorticium cebennense,species,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Ascomycota,phylum,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Auranticordis quadriverberis,species,Imbricatea,741,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Basidiomycota,phylum,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Cercozoa,phylum,Imbricatea,1585,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Chaetoceros,genus,Bacillariophyceae,3956.139276,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,281,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Curvibasidium,genus,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,1359,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Cyranomonas australis,species,Imbricatea,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Decapoda,order,Decapod,8665.696392,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Dichomitus squalens,species,Fungi,1594,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Ebria tripartita,species,Ebriophyceae,127,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Esquamula lacrimiformis,species,Imbricatea,2639,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Gastropoda,class,Gastropoda,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Mamiellaceae,family,Mamiellophyceae,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Mammalia,class,Mammalia,4,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Mataza hastifera,species,Thecofilosea,318,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Pleurocybella porrigens,species,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Polychaeta,class,Polychaeta,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Schizoporaceae,family,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Strombidium biarmatum,species,Spirotrichea,1674,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Thaumatomonadida,order,Imbricatea,549,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Tremellales,order,Fungi,0,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,Triparmaceae,family,Bolidophyceae,18,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-1-18S,NA,NA,NA,3061,e02811,18S,1,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Actinopteri,class,Actinopteri,15,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Agaricales,order,Fungi,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Agaricomycetes,class,Fungi,2,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Amylocorticium cebennense,species,Fungi,7,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Ascomycota,phylum,Fungi,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Auranticordis quadriverberis,species,Imbricatea,557,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Basidiomycota,phylum,Fungi,28,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Cercozoa,phylum,Imbricatea,1008,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Chaetoceros,genus,Bacillariophyceae,3189.160318,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,164,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Curvibasidium,genus,Fungi,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Cyclotrichium cyclokaryon,species,Litostomatea,882,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Cyranomonas australis,species,Imbricatea,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Decapoda,order,Decapod,6551.016739,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Dichomitus squalens,species,Fungi,1179,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Ebria tripartita,species,Ebriophyceae,26,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Esquamula lacrimiformis,species,Imbricatea,1822,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Gastropoda,class,Gastropoda,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Mamiellaceae,family,Mamiellophyceae,12,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Mammalia,class,Mammalia,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Mataza hastifera,species,Thecofilosea,178,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Pleurocybella porrigens,species,Fungi,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Polychaeta,class,Polychaeta,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Schizoporaceae,family,Fungi,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Strombidium biarmatum,species,Spirotrichea,1135,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Thaumatomonadida,order,Imbricatea,431,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Tremellales,order,Fungi,0,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,Triparmaceae,family,Bolidophyceae,12,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02811-2-18S,NA,NA,NA,2390,e02811,18S,2,162-4,2022,12,8,Haul 1,sample
e02812-1-18S,Actinopteri,class,Actinopteri,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Agaricales,order,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Agaricomycetes,class,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Amylocorticium cebennense,species,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Ascomycota,phylum,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Basidiomycota,phylum,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Cercozoa,phylum,Imbricatea,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Chaetoceros,genus,Bacillariophyceae,37.52764042,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Curvibasidium,genus,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Cyranomonas australis,species,Imbricatea,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Decapoda,order,Decapod,25264.33968,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Dichomitus squalens,species,Fungi,6,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Ebria tripartita,species,Ebriophyceae,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Esquamula lacrimiformis,species,Imbricatea,19,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Gastropoda,class,Gastropoda,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Mamiellaceae,family,Mamiellophyceae,3,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Mammalia,class,Mammalia,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Mataza hastifera,species,Thecofilosea,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Pleurocybella porrigens,species,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Polychaeta,class,Polychaeta,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Schizoporaceae,family,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Strombidium biarmatum,species,Spirotrichea,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Thaumatomonadida,order,Imbricatea,6,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Tremellales,order,Fungi,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,Triparmaceae,family,Bolidophyceae,0,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-1-18S,NA,NA,NA,25,e02812,18S,1,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Actinopteri,class,Actinopteri,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Agaricales,order,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Agaricomycetes,class,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Amylocorticium cebennense,species,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Ascomycota,phylum,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Basidiomycota,phylum,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Cercozoa,phylum,Imbricatea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Chaetoceros,genus,Bacillariophyceae,52.58779797,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Curvibasidium,genus,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Cyranomonas australis,species,Imbricatea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Decapoda,order,Decapod,24756.59423,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Dichomitus squalens,species,Fungi,17,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Ebria tripartita,species,Ebriophyceae,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Esquamula lacrimiformis,species,Imbricatea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Gastropoda,class,Gastropoda,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Mamiellaceae,family,Mamiellophyceae,6,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Mammalia,class,Mammalia,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Mataza hastifera,species,Thecofilosea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Pleurocybella porrigens,species,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Polychaeta,class,Polychaeta,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Schizoporaceae,family,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Strombidium biarmatum,species,Spirotrichea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Thaumatomonadida,order,Imbricatea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Tremellales,order,Fungi,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,Triparmaceae,family,Bolidophyceae,0,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02812-2-18S,NA,NA,NA,51,e02812,18S,2,162-16,2022,12,14,Haul 2,sample
e02813-1-18S,Actinopteri,class,Actinopteri,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Agaricales,order,Fungi,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Agaricomycetes,class,Fungi,825,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Amylocorticium cebennense,species,Fungi,645,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Ascomycota,phylum,Fungi,932,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Basidiomycota,phylum,Fungi,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Cercozoa,phylum,Imbricatea,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Chaetoceros,genus,Bacillariophyceae,1809.535007,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Curvibasidium,genus,Fungi,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Cyranomonas australis,species,Imbricatea,28,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Decapoda,order,Decapod,8179.370851,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Dichomitus squalens,species,Fungi,688,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Ebria tripartita,species,Ebriophyceae,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Esquamula lacrimiformis,species,Imbricatea,155,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Gastropoda,class,Gastropoda,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Mamiellaceae,family,Mamiellophyceae,4720,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Mammalia,class,Mammalia,139,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Mataza hastifera,species,Thecofilosea,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Pleurocybella porrigens,species,Fungi,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Polychaeta,class,Polychaeta,5877,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Schizoporaceae,family,Fungi,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Strombidium biarmatum,species,Spirotrichea,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Thaumatomonadida,order,Imbricatea,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Tremellales,order,Fungi,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,Triparmaceae,family,Bolidophyceae,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-1-18S,NA,NA,NA,0,e02813,18S,1,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Actinopteri,class,Actinopteri,0,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Agaricales,order,Fungi,0,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Agaricomycetes,class,Fungi,19,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Amylocorticium cebennense,species,Fungi,0,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Ascomycota,phylum,Fungi,34,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Basidiomycota,phylum,Fungi,0,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
e02813-2-18S,Cercozoa,phylum,Imbricatea,0,e02813,18S,2,162-26,2022,12,14,Haul 3,sample
